nameFirst,nameLast,tname
Altoona Mountain City,Ed,Curtis
Anaheim Angels,Mike,Scioscia
Anaheim Angels,Joe,Maddon
Anaheim Angels,Terry,Collins
Arizona Diamondbacks,Alan,Trammell
Arizona Diamondbacks,Buck,Showalter
Arizona Diamondbacks,Al,Pedrique
Arizona Diamondbacks,Bob,Melvin
Arizona Diamondbacks,A. J.,Hinch
Arizona Diamondbacks,Chip,Hale
Arizona Diamondbacks,Kirk,Gibson
Arizona Diamondbacks,Bob,Brenly
Atlanta Braves,Eddie,Mathews
Atlanta Braves,Clyde,King
Atlanta Braves,Billy,Hitchcock
Atlanta Braves,Bobby,Wine
Atlanta Braves,Ted,Turner
Atlanta Braves,Joe,Torre
Atlanta Braves,Chuck,Tanner
Atlanta Braves,Brian,Snitker
Atlanta Braves,Ken,Silvestri
Atlanta Braves,Connie,Ryan
Atlanta Braves,Russ,Nixon
Atlanta Braves,Lum,Harris
Atlanta Braves,Eddie,Haas
Atlanta Braves,Fredi,Gonzalez
Atlanta Braves,Bobby,Cox
Atlanta Braves,Dave,Bristol
Atlanta Braves,Bobby,Bragan
Atlanta Braves,Vern,Benson
Baltimore Monumentals,Bill,Henderson
Baltimore Orioles,John,Waltz
Baltimore Orioles,Ned,Hanlon
Baltimore Orioles,Billy,Barnie
Baltimore Orioles,Mike,Hargrove
Baltimore Orioles,Jimmy,Dykes
Baltimore Orioles,Hank,Bauer
Baltimore Orioles,Joe,Altobelli
Baltimore Orioles,Earl,Weaver
Baltimore Orioles,Dave,Trembley
Baltimore Orioles,Buck,Showalter
Baltimore Orioles,Juan,Samuel
Baltimore Orioles,Frank,Robinson
Baltimore Orioles,Cal,Ripken
Baltimore Orioles,Paul,Richards
Baltimore Orioles,Phil,Regan
Baltimore Orioles,Sam,Perlozzo
Baltimore Orioles,Johnny,Oates
Baltimore Orioles,Ray,Miller
Baltimore Orioles,Lee,Mazzilli
Baltimore Orioles,Davey,Johnson
Baltimore Orioles,Billy,Hitchcock
Baltimore Orioles,Lum,Harris
Boston Americans,Don,Zimmer
Boston Americans,Rudy,York
Boston Americans,Jimy,Williams
Boston Americans,Dick,Williams
Boston Americans,Pete,Runnels
Boston Americans,Lou,Boudreau
Boston Americans,Eddie,Popowski
Boston Americans,Ed,Barrow
Boston Americans,Johnny,Pesky
Boston Americans,Del,Baker
Boston Americans,Steve,O'Neill
Boston Americans,Joe,Morgan
Boston Americans,John,McNamara
Boston Americans,Joe,McCarthy
Boston Americans,Grady,Little
Boston Americans,Fred,Lake
Boston Americans,Joe,Kerrigan
Boston Americans,Kevin,Kennedy
Boston Americans,Eddie,Kasko
Boston Americans,Billy,Jurges
Boston Americans,Darrell,Johnson
Boston Americans,George,Huff
Boston Americans,Ralph,Houk
Boston Americans,Butch,Hobson
Boston Americans,Pinky,Higgins
Boston Americans,Billy,Herman
Boston Americans,Bucky,Harris
Boston Americans,Terry,Francona
Boston Americans,Lee,Fohl
Boston Americans,John,Farrell
Boston Americans,Hugh,Duffy
Boston Americans,Patsy,Donovan
Boston Americans,Joe,Cronin
Boston Americans,Shano,Collins
Boston Americans,Heinie,Wagner
Boston Americans,Frank,Chance
Boston Americans,Bobby,Valentine
Boston Americans,Bill,Carrigan
Boston Beaneaters,Bill,McKechnie
Boston Beaneaters,Tommy,Holmes
Boston Beaneaters,Jim,Hart
Boston Beaneaters,Charlie,Grimm
Boston Beaneaters,Judge,Fuchs
Boston Beaneaters,Johnny,Cooney
Boston Beaneaters,Bob,Coleman
Boston Beaneaters,Al,Buckenberger
Boston Beaneaters,Del,Bissonette
Boston Beaneaters,Harry,Wright
Boston Beaneaters,Casey,Stengel
Boston Beaneaters,George,Stallings
Boston Beaneaters,Billy,Southworth
Boston Beaneaters,Jack,Slattery
Boston Beaneaters,Frank,Selee
Boston Beaneaters,Fred,Mitchell
Boston Bees,Harry,Wright
Boston Bees,Casey,Stengel
Boston Bees,George,Stallings
Boston Bees,Billy,Southworth
Boston Bees,Jack,Slattery
Boston Bees,Frank,Selee
Boston Bees,Fred,Mitchell
Boston Bees,Bill,McKechnie
Boston Bees,Tommy,Holmes
Boston Bees,Jim,Hart
Boston Bees,Charlie,Grimm
Boston Bees,Judge,Fuchs
Boston Bees,Johnny,Cooney
Boston Bees,Bob,Coleman
Boston Bees,Al,Buckenberger
Boston Bees,Del,Bissonette
Boston Braves,Jim,Hart
Boston Braves,Charlie,Grimm
Boston Braves,Judge,Fuchs
Boston Braves,Johnny,Cooney
Boston Braves,Bob,Coleman
Boston Braves,Al,Buckenberger
Boston Braves,Del,Bissonette
Boston Braves,Harry,Wright
Boston Braves,Casey,Stengel
Boston Braves,George,Stallings
Boston Braves,Billy,Southworth
Boston Braves,Jack,Slattery
Boston Braves,Frank,Selee
Boston Braves,Fred,Mitchell
Boston Braves,Bill,McKechnie
Boston Braves,Tommy,Holmes
Boston Doves,Harry,Wright
Boston Doves,Casey,Stengel
Boston Doves,George,Stallings
Boston Doves,Billy,Southworth
Boston Doves,Jack,Slattery
Boston Doves,Frank,Selee
Boston Doves,Fred,Mitchell
Boston Doves,Bill,McKechnie
Boston Doves,Tommy,Holmes
Boston Doves,Jim,Hart
Boston Doves,Charlie,Grimm
Boston Doves,Judge,Fuchs
Boston Doves,Johnny,Cooney
Boston Doves,Bob,Coleman
Boston Doves,Al,Buckenberger
Boston Doves,Del,Bissonette
Boston Red Caps,Casey,Stengel
Boston Red Caps,George,Stallings
Boston Red Caps,Billy,Southworth
Boston Red Caps,Jack,Slattery
Boston Red Caps,Frank,Selee
Boston Red Caps,Fred,Mitchell
Boston Red Caps,Bill,McKechnie
Boston Red Caps,Tommy,Holmes
Boston Red Caps,Jim,Hart
Boston Red Caps,Charlie,Grimm
Boston Red Caps,Judge,Fuchs
Boston Red Caps,Johnny,Cooney
Boston Red Caps,Bob,Coleman
Boston Red Caps,Al,Buckenberger
Boston Red Caps,Del,Bissonette
Boston Red Caps,Harry,Wright
Boston Red Sox,Butch,Hobson
Boston Red Sox,Pinky,Higgins
Boston Red Sox,Billy,Herman
Boston Red Sox,Bucky,Harris
Boston Red Sox,Terry,Francona
Boston Red Sox,Lee,Fohl
Boston Red Sox,John,Farrell
Boston Red Sox,Don,Zimmer
Boston Red Sox,Hugh,Duffy
Boston Red Sox,Rudy,York
Boston Red Sox,Patsy,Donovan
Boston Red Sox,Jimy,Williams
Boston Red Sox,Joe,Cronin
Boston Red Sox,Dick,Williams
Boston Red Sox,Shano,Collins
Boston Red Sox,Heinie,Wagner
Boston Red Sox,Frank,Chance
Boston Red Sox,Bobby,Valentine
Boston Red Sox,Bill,Carrigan
Boston Red Sox,Pete,Runnels
Boston Red Sox,Lou,Boudreau
Boston Red Sox,Eddie,Popowski
Boston Red Sox,Ed,Barrow
Boston Red Sox,Johnny,Pesky
Boston Red Sox,Del,Baker
Boston Red Sox,Steve,O'Neill
Boston Red Sox,Joe,Morgan
Boston Red Sox,John,McNamara
Boston Red Sox,Joe,McCarthy
Boston Red Sox,Grady,Little
Boston Red Sox,Fred,Lake
Boston Red Sox,Joe,Kerrigan
Boston Red Sox,Kevin,Kennedy
Boston Red Sox,Eddie,Kasko
Boston Red Sox,Billy,Jurges
Boston Red Sox,Darrell,Johnson
Boston Red Sox,George,Huff
Boston Red Sox,Ralph,Houk
Boston Rustlers,Harry,Wright
Boston Rustlers,Casey,Stengel
Boston Rustlers,George,Stallings
Boston Rustlers,Billy,Southworth
Boston Rustlers,Jack,Slattery
Boston Rustlers,Frank,Selee
Boston Rustlers,Fred,Mitchell
Boston Rustlers,Bill,McKechnie
Boston Rustlers,Tommy,Holmes
Boston Rustlers,Jim,Hart
Boston Rustlers,Charlie,Grimm
Boston Rustlers,Judge,Fuchs
Boston Rustlers,Johnny,Cooney
Boston Rustlers,Bob,Coleman
Boston Rustlers,Al,Buckenberger
Boston Rustlers,Del,Bissonette
Brooklyn Atlantics,George,Taylor
Brooklyn Atlantics,Bill,McGunnigle
Brooklyn Atlantics,Charlie,Hackett
Brooklyn Atlantics,Charlie,Byrne
Brooklyn Bridegrooms,Casey,Stengel
Brooklyn Bridegrooms,Burt,Shotton
Brooklyn Bridegrooms,Wilbert,Robinson
Brooklyn Bridegrooms,Ned,Hanlon
Brooklyn Bridegrooms,Burleigh,Grimes
Brooklyn Bridegrooms,Charlie,Ebbets
Brooklyn Bridegrooms,Leo,Durocher
Brooklyn Bridegrooms,Chuck,Dressen
Brooklyn Bridegrooms,Patsy,Donovan
Brooklyn Bridegrooms,Bill,Dahlen
Brooklyn Bridegrooms,Max,Carey
Brooklyn Bridegrooms,Ray,Blades
Brooklyn Bridegrooms,Billy,Barnie
Brooklyn Bridegrooms,Walter,Alston
Brooklyn Bridegrooms,George,Taylor
Brooklyn Bridegrooms,Bill,McGunnigle
Brooklyn Bridegrooms,Charlie,Hackett
Brooklyn Bridegrooms,Charlie,Byrne
Brooklyn Bridegrooms,Clyde,Sukeforth
Brooklyn Dodgers,Ray,Blades
Brooklyn Dodgers,Billy,Barnie
Brooklyn Dodgers,Walter,Alston
Brooklyn Dodgers,Clyde,Sukeforth
Brooklyn Dodgers,Casey,Stengel
Brooklyn Dodgers,Burt,Shotton
Brooklyn Dodgers,Wilbert,Robinson
Brooklyn Dodgers,Bill,McGunnigle
Brooklyn Dodgers,Ned,Hanlon
Brooklyn Dodgers,Burleigh,Grimes
Brooklyn Dodgers,Charlie,Ebbets
Brooklyn Dodgers,Leo,Durocher
Brooklyn Dodgers,Chuck,Dressen
Brooklyn Dodgers,Patsy,Donovan
Brooklyn Dodgers,Bill,Dahlen
Brooklyn Dodgers,Max,Carey
Brooklyn Gladiators,Jim,Kennedy
Brooklyn Grays,George,Taylor
Brooklyn Grays,Bill,McGunnigle
Brooklyn Grays,Charlie,Hackett
Brooklyn Grays,Charlie,Byrne
Brooklyn Grooms,Clyde,Sukeforth
Brooklyn Grooms,Casey,Stengel
Brooklyn Grooms,Burt,Shotton
Brooklyn Grooms,Wilbert,Robinson
Brooklyn Grooms,Bill,McGunnigle
Brooklyn Grooms,Ned,Hanlon
Brooklyn Grooms,Burleigh,Grimes
Brooklyn Grooms,Charlie,Ebbets
Brooklyn Grooms,Leo,Durocher
Brooklyn Grooms,Chuck,Dressen
Brooklyn Grooms,Patsy,Donovan
Brooklyn Grooms,Bill,Dahlen
Brooklyn Grooms,Max,Carey
Brooklyn Grooms,Ray,Blades
Brooklyn Grooms,Billy,Barnie
Brooklyn Grooms,Walter,Alston
Brooklyn Robins,Clyde,Sukeforth
Brooklyn Robins,Casey,Stengel
Brooklyn Robins,Burt,Shotton
Brooklyn Robins,Wilbert,Robinson
Brooklyn Robins,Bill,McGunnigle
Brooklyn Robins,Ned,Hanlon
Brooklyn Robins,Burleigh,Grimes
Brooklyn Robins,Charlie,Ebbets
Brooklyn Robins,Leo,Durocher
Brooklyn Robins,Chuck,Dressen
Brooklyn Robins,Patsy,Donovan
Brooklyn Robins,Bill,Dahlen
Brooklyn Robins,Max,Carey
Brooklyn Robins,Ray,Blades
Brooklyn Robins,Billy,Barnie
Brooklyn Robins,Walter,Alston
Brooklyn Superbas,Chuck,Dressen
Brooklyn Superbas,Patsy,Donovan
Brooklyn Superbas,Bill,Dahlen
Brooklyn Superbas,Max,Carey
Brooklyn Superbas,Ray,Blades
Brooklyn Superbas,Billy,Barnie
Brooklyn Superbas,Walter,Alston
Brooklyn Superbas,Clyde,Sukeforth
Brooklyn Superbas,Casey,Stengel
Brooklyn Superbas,Burt,Shotton
Brooklyn Superbas,Wilbert,Robinson
Brooklyn Superbas,Bill,McGunnigle
Brooklyn Superbas,Ned,Hanlon
Brooklyn Superbas,Burleigh,Grimes
Brooklyn Superbas,Charlie,Ebbets
Brooklyn Superbas,Leo,Durocher
Brooklyn Tip-Tops,John,Ganzel
Buffalo Bisons,Jack,Chapman
Buffalo Blues,Larry,Schlafly
Buffalo Buffeds,Larry,Schlafly
California Angels,Bobby,Winkles
California Angels,Dick,Williams
California Angels,John,Wathan
California Angels,Moose,Stubing
California Angels,Norm,Sherry
California Angels,Cookie,Rojas
California Angels,Buck,Rodgers
California Angels,Bill,Rigney
California Angels,Del,Rice
California Angels,Doug,Rader
California Angels,Lefty,Phillips
California Angels,John,McNamara
California Angels,Gene,Mauch
California Angels,Joe,Maddon
California Angels,Marcel,Lachemann
California Angels,Whitey,Herzog
California Angels,Dave,Garcia
California Angels,Jim,Fregosi
Chicago Colts,Gene,Michael
Chicago Colts,Charlie,Metro
Chicago Colts,Joe,McCarthy
Chicago Colts,Jim,Marshall
Chicago Colts,Joe,Maddon
Chicago Colts,Frank,Lucchesi
Chicago Colts,Tom,Loftus
Chicago Colts,Whitey,Lockman
Chicago Colts,Jim,Lefebvre
Chicago Colts,Rene,Lachemann
Chicago Colts,Lou,Klein
Chicago Colts,Bruce,Kimm
Chicago Colts,Bill,Killefer
Chicago Colts,Bob,Kennedy
Chicago Colts,Roy,Johnson
Chicago Colts,Don,Zimmer
Chicago Colts,Vedie,Himsl
Chicago Colts,Jimmie,Wilson
Chicago Colts,Stan,Hack
Chicago Colts,John,Vukovich
Chicago Colts,Charlie,Grimm
Chicago Colts,Tom,Trebelhorn
Chicago Colts,Preston,Gomez
Chicago Colts,El,Tappe
Chicago Colts,George,Gibson
Chicago Colts,Dale,Sveum
Chicago Colts,Frankie,Frisch
Chicago Colts,Frank,Selee
Chicago Colts,Jim,Frey
Chicago Colts,Bob,Scheffing
Chicago Colts,Herman,Franks
Chicago Colts,Jim,Riggleman
Chicago Colts,Charlie,Fox
Chicago Colts,Rich,Renteria
Chicago Colts,Johnny,Evers
Chicago Colts,Mike,Quade
Chicago Colts,Jim,Essian
Chicago Colts,Lou,Piniella
Chicago Colts,Lee,Elia
Chicago Colts,Hank,O'Day
Chicago Colts,Leo,Durocher
Chicago Colts,Fred,Mitchell
Chicago Colts,Harry,Craft
Chicago Colts,Tom,Burns
Chicago Colts,Lou,Boudreau
Chicago Colts,Don,Baylor
Chicago Colts,Dusty,Baker
Chicago Colts,Joey,Amalfitano
Chicago Colts,Joe,Altobelli
Chicago Cubs,Don,Zimmer
Chicago Cubs,Jimmie,Wilson
Chicago Cubs,John,Vukovich
Chicago Cubs,Tom,Trebelhorn
Chicago Cubs,El,Tappe
Chicago Cubs,Dale,Sveum
Chicago Cubs,Frank,Selee
Chicago Cubs,Bob,Scheffing
Chicago Cubs,Jim,Riggleman
Chicago Cubs,Rich,Renteria
Chicago Cubs,Mike,Quade
Chicago Cubs,Lou,Piniella
Chicago Cubs,Hank,O'Day
Chicago Cubs,Fred,Mitchell
Chicago Cubs,Gene,Michael
Chicago Cubs,Charlie,Metro
Chicago Cubs,Joe,McCarthy
Chicago Cubs,Whitey,Lockman
Chicago Cubs,Jim,Lefebvre
Chicago Cubs,Rene,Lachemann
Chicago Cubs,Lou,Klein
Chicago Cubs,Bruce,Kimm
Chicago Cubs,Bill,Killefer
Chicago Cubs,Bob,Kennedy
Chicago Cubs,Roy,Johnson
Chicago Cubs,Vedie,Himsl
Chicago Cubs,Stan,Hack
Chicago Cubs,Charlie,Grimm
Chicago Cubs,Preston,Gomez
Chicago Cubs,George,Gibson
Chicago Cubs,Frankie,Frisch
Chicago Cubs,Jim,Frey
Chicago Cubs,Herman,Franks
Chicago Cubs,Charlie,Fox
Chicago Cubs,Johnny,Evers
Chicago Cubs,Jim,Essian
Chicago Cubs,Lee,Elia
Chicago Cubs,Leo,Durocher
Chicago Cubs,Harry,Craft
Chicago Cubs,Tom,Burns
Chicago Cubs,Lou,Boudreau
Chicago Cubs,Don,Baylor
Chicago Cubs,Jim,Marshall
Chicago Cubs,Dusty,Baker
Chicago Cubs,Joe,Maddon
Chicago Cubs,Joey,Amalfitano
Chicago Cubs,Frank,Lucchesi
Chicago Cubs,Joe,Altobelli
Chicago Cubs,Tom,Loftus
Chicago Orphans,Jimmie,Wilson
Chicago Orphans,John,Vukovich
Chicago Orphans,Tom,Trebelhorn
Chicago Orphans,El,Tappe
Chicago Orphans,Dale,Sveum
Chicago Orphans,Frank,Selee
Chicago Orphans,Bob,Scheffing
Chicago Orphans,Jim,Riggleman
Chicago Orphans,Rich,Renteria
Chicago Orphans,Mike,Quade
Chicago Orphans,Lou,Piniella
Chicago Orphans,Hank,O'Day
Chicago Orphans,Fred,Mitchell
Chicago Orphans,Gene,Michael
Chicago Orphans,Charlie,Metro
Chicago Orphans,Joe,McCarthy
Chicago Orphans,Jim,Marshall
Chicago Orphans,Joe,Maddon
Chicago Orphans,Frank,Lucchesi
Chicago Orphans,Tom,Loftus
Chicago Orphans,Whitey,Lockman
Chicago Orphans,Jim,Lefebvre
Chicago Orphans,Rene,Lachemann
Chicago Orphans,Lou,Klein
Chicago Orphans,Bruce,Kimm
Chicago Orphans,Bill,Killefer
Chicago Orphans,Bob,Kennedy
Chicago Orphans,Don,Zimmer
Chicago Orphans,Vedie,Himsl
Chicago Orphans,Stan,Hack
Chicago Orphans,Charlie,Grimm
Chicago Orphans,Preston,Gomez
Chicago Orphans,George,Gibson
Chicago Orphans,Frankie,Frisch
Chicago Orphans,Jim,Frey
Chicago Orphans,Herman,Franks
Chicago Orphans,Charlie,Fox
Chicago Orphans,Johnny,Evers
Chicago Orphans,Jim,Essian
Chicago Orphans,Lee,Elia
Chicago Orphans,Leo,Durocher
Chicago Orphans,Harry,Craft
Chicago Orphans,Tom,Burns
Chicago Orphans,Lou,Boudreau
Chicago Orphans,Don,Baylor
Chicago Orphans,Dusty,Baker
Chicago Orphans,Joey,Amalfitano
Chicago Orphans,Joe,Altobelli
Chicago Orphans,Roy,Johnson
Chicago White Sox,Larry,Doby
Chicago White Sox,Red,Corriden
Chicago White Sox,Don,Cooper
Chicago White Sox,Jimmy,Callahan
Chicago White Sox,Ed,Walsh
Chicago White Sox,Donie,Bush
Chicago White Sox,Robin,Ventura
Chicago White Sox,Lena,Blackburne
Chicago White Sox,Jeff,Torborg
Chicago White Sox,Terry,Bevington
Chicago White Sox,Chuck,Tanner
Chicago White Sox,Bill,Adair
Chicago White Sox,Eddie,Stanky
Chicago White Sox,Pants,Rowland
Chicago White Sox,Paul,Richards
Chicago White Sox,Doug,Rader
Chicago White Sox,Jack,Onslow
Chicago White Sox,Les,Moss
Chicago White Sox,Marty,Marion
Chicago White Sox,Jerry,Manuel
Chicago White Sox,Ted,Lyons
Chicago White Sox,Al,Lopez
Chicago White Sox,Bob,Lemon
Chicago White Sox,Tony,LaRussa
Chicago White Sox,Gene,Lamont
Chicago White Sox,Don,Gutteridge
Chicago White Sox,Ozzie,Guillen
Chicago White Sox,Kid,Gleason
Chicago White Sox,Jim,Fregosi
Chicago White Sox,Lew,Fonseca
Chicago White Sox,Johnny,Evers
Chicago White Sox,Jimmy,Dykes
Chicago White Sox,Hugh,Duffy
Chicago White Stockings,Fred,Mitchell
Chicago White Stockings,Harry,Craft
Chicago White Stockings,Gene,Michael
Chicago White Stockings,Tom,Burns
Chicago White Stockings,Charlie,Metro
Chicago White Stockings,Lou,Boudreau
Chicago White Stockings,Joe,McCarthy
Chicago White Stockings,Don,Baylor
Chicago White Stockings,Jim,Marshall
Chicago White Stockings,Dusty,Baker
Chicago White Stockings,Joe,Maddon
Chicago White Stockings,Joey,Amalfitano
Chicago White Stockings,Frank,Lucchesi
Chicago White Stockings,Joe,Altobelli
Chicago White Stockings,Tom,Loftus
Chicago White Stockings,Whitey,Lockman
Chicago White Stockings,Jim,Lefebvre
Chicago White Stockings,Rene,Lachemann
Chicago White Stockings,Lou,Klein
Chicago White Stockings,Bruce,Kimm
Chicago White Stockings,Bill,Killefer
Chicago White Stockings,Bob,Kennedy
Chicago White Stockings,Roy,Johnson
Chicago White Stockings,Don,Zimmer
Chicago White Stockings,Vedie,Himsl
Chicago White Stockings,Jimmie,Wilson
Chicago White Stockings,Stan,Hack
Chicago White Stockings,John,Vukovich
Chicago White Stockings,Charlie,Grimm
Chicago White Stockings,Tom,Trebelhorn
Chicago White Stockings,Preston,Gomez
Chicago White Stockings,El,Tappe
Chicago White Stockings,George,Gibson
Chicago White Stockings,Dale,Sveum
Chicago White Stockings,Frankie,Frisch
Chicago White Stockings,Frank,Selee
Chicago White Stockings,Jim,Frey
Chicago White Stockings,Bob,Scheffing
Chicago White Stockings,Herman,Franks
Chicago White Stockings,Jim,Riggleman
Chicago White Stockings,Charlie,Fox
Chicago White Stockings,Rich,Renteria
Chicago White Stockings,Johnny,Evers
Chicago White Stockings,Mike,Quade
Chicago White Stockings,Jim,Essian
Chicago White Stockings,Lou,Piniella
Chicago White Stockings,Jimmy,Wood
Chicago White Stockings,Lee,Elia
Chicago White Stockings,Hank,O'Day
Chicago White Stockings,Leo,Durocher
Chicago/Pittsburgh (Union League),Ed,Hengel
Cincinnati Red Stockings,Ollie,Caylor
Cincinnati Red Stockings,Gus,Schmelz
Cincinnati Redlegs,Pete,Mackanin
Cincinnati Redlegs,Tom,Loftus
