nameFirst,nameLast,tname
New York Yankees,Bucky,Dent
New York Yankees,Yogi,Berra
New York Yankees,Bill,Virdon
New York Yankees,Joe,Torre
New York Yankees,Casey,Stengel
New York Yankees,George,Stallings
New York Yankees,Buck,Showalter
New York Yankees,Bob,Shawkey
New York Yankees,Lou,Piniella
New York Yankees,Johnny,Neun
New York Yankees,Gene,Michael
New York Yankees,Stump,Merrill
New York Yankees,Joe,McCarthy
New York Yankees,Billy,Martin
New York Yankees,Bob,Lemon
New York Yankees,Clyde,King
New York Yankees,Johnny,Keane
New York Yankees,Miller,Huggins
New York Yankees,Dick,Howser
New York Yankees,Ralph,Houk
New York Yankees,Bucky,Harris
New York Yankees,Clark,Griffith
New York Yankees,Dallas,Green
Newark Pepper,Bill,Phillips
Oakland Athletics,Bobby,Winkles
Oakland Athletics,Dick,Williams
Oakland Athletics,Chuck,Tanner
Oakland Athletics,Jeff,Newman
Oakland Athletics,Jackie,Moore
Oakland Athletics,Bob,Melvin
Oakland Athletics,John,McNamara
Oakland Athletics,Jack,McKeon
Oakland Athletics,Billy,Martin
Oakland Athletics,Jim,Marshall
Oakland Athletics,Ken,Macha
Oakland Athletics,Tony,LaRussa
Oakland Athletics,Bob,Kennedy
Oakland Athletics,Art,Howe
Oakland Athletics,Bob,Geren
Oakland Athletics,Al,Dark
Oakland Athletics,Steve,Boros
Oakland Athletics,Hank,Bauer
Philadelphia Athletics,Lew,Simmons
Philadelphia Athletics,Bill,Sharsig
Philadelphia Athletics,Charlie,Mason
Philadelphia Athletics,Frank,Bancroft
Philadelphia Athletics,Al,Wright
Philadelphia Athletics,Jimmy,Dykes
Philadelphia Athletics,Earle,Mack
Philadelphia Athletics,Connie,Mack
Philadelphia Blue Jays,John,Felske
Philadelphia Blue Jays,Mayo,Smith
Philadelphia Blue Jays,Lee,Elia
Philadelphia Blue Jays,Bob,Skinner
Philadelphia Blue Jays,Bill,Donovan
Philadelphia Blue Jays,Burt,Shotton
Philadelphia Blue Jays,Pat,Corrales
Philadelphia Blue Jays,Bill,Shettsline
Philadelphia Blue Jays,Jack,Coombs
Philadelphia Blue Jays,Eddie,Sawyer
Philadelphia Blue Jays,Ryne,Sandberg
Philadelphia Blue Jays,Al,Reach
Philadelphia Blue Jays,Doc,Prothro
Philadelphia Blue Jays,Danny,Ozark
Philadelphia Blue Jays,Paul,Owens
Philadelphia Blue Jays,Steve,O'Neill
Philadelphia Blue Jays,George,Myatt
Philadelphia Blue Jays,Billy,Murray
Philadelphia Blue Jays,Pat,Moran
Philadelphia Blue Jays,Terry,Moore
Philadelphia Blue Jays,Gene,Mauch
Philadelphia Blue Jays,Charlie,Manuel
Philadelphia Blue Jays,Pete,Mackanin
Philadelphia Blue Jays,Frank,Lucchesi
Philadelphia Blue Jays,Hans,Lobert
Philadelphia Blue Jays,Nick,Leyva
Philadelphia Blue Jays,Arthur,Irwin
Philadelphia Blue Jays,Bucky,Harris
Philadelphia Blue Jays,Dallas,Green
Philadelphia Blue Jays,Jim,Fregosi
Philadelphia Blue Jays,Harry,Wright
Philadelphia Blue Jays,Terry,Francona
Philadelphia Blue Jays,Kaiser,Wilhelm
Philadelphia Blue Jays,Art,Fletcher
Philadelphia Blue Jays,John,Vukovich
Philadelphia Blue Jays,Freddie,Fitzsimmons
Philadelphia Blue Jays,Gary,Varsho
Philadelphia Blue Jays,Dusty,Cooke
Philadelphia Blue Jays,Andy,Cohen
Philadelphia Blue Jays,Ben,Chapman
Philadelphia Blue Jays,Larry,Bowa
Philadelphia Phillies,John,Felske
Philadelphia Phillies,Mayo,Smith
Philadelphia Phillies,Lee,Elia
Philadelphia Phillies,Bob,Skinner
Philadelphia Phillies,Bill,Donovan
Philadelphia Phillies,Burt,Shotton
Philadelphia Phillies,Pat,Corrales
Philadelphia Phillies,Bill,Shettsline
Philadelphia Phillies,Jack,Coombs
Philadelphia Phillies,Eddie,Sawyer
Philadelphia Phillies,Dusty,Cooke
Philadelphia Phillies,Ryne,Sandberg
Philadelphia Phillies,Andy,Cohen
Philadelphia Phillies,Al,Reach
Philadelphia Phillies,Ben,Chapman
Philadelphia Phillies,Doc,Prothro
Philadelphia Phillies,Larry,Bowa
Philadelphia Phillies,Danny,Ozark
Philadelphia Phillies,Paul,Owens
Philadelphia Phillies,Steve,O'Neill
Philadelphia Phillies,George,Myatt
Philadelphia Phillies,Billy,Murray
Philadelphia Phillies,Pat,Moran
Philadelphia Phillies,Terry,Moore
Philadelphia Phillies,Gene,Mauch
Philadelphia Phillies,Charlie,Manuel
Philadelphia Phillies,Pete,Mackanin
Philadelphia Phillies,Frank,Lucchesi
Philadelphia Phillies,Hans,Lobert
Philadelphia Phillies,Nick,Leyva
Philadelphia Phillies,Arthur,Irwin
Philadelphia Phillies,Bucky,Harris
Philadelphia Phillies,Dallas,Green
Philadelphia Phillies,Jim,Fregosi
Philadelphia Phillies,Harry,Wright
Philadelphia Phillies,Terry,Francona
Philadelphia Phillies,Kaiser,Wilhelm
Philadelphia Phillies,Art,Fletcher
Philadelphia Phillies,John,Vukovich
Philadelphia Phillies,Freddie,Fitzsimmons
Philadelphia Phillies,Gary,Varsho
Philadelphia Quakers,Nick,Leyva
Philadelphia Quakers,Arthur,Irwin
Philadelphia Quakers,Bucky,Harris
Philadelphia Quakers,Dallas,Green
Philadelphia Quakers,Jim,Fregosi
Philadelphia Quakers,Harry,Wright
Philadelphia Quakers,Terry,Francona
Philadelphia Quakers,Kaiser,Wilhelm
Philadelphia Quakers,Art,Fletcher
Philadelphia Quakers,John,Vukovich
Philadelphia Quakers,Freddie,Fitzsimmons
Philadelphia Quakers,Gary,Varsho
Philadelphia Quakers,John,Felske
Philadelphia Quakers,Mayo,Smith
Philadelphia Quakers,Lee,Elia
Philadelphia Quakers,Bob,Skinner
Philadelphia Quakers,Bill,Donovan
Philadelphia Quakers,Burt,Shotton
Philadelphia Quakers,Pat,Corrales
Philadelphia Quakers,Bill,Shettsline
Philadelphia Quakers,Jack,Coombs
Philadelphia Quakers,Eddie,Sawyer
Philadelphia Quakers,Dusty,Cooke
Philadelphia Quakers,Ryne,Sandberg
Philadelphia Quakers,Andy,Cohen
Philadelphia Quakers,Al,Reach
Philadelphia Quakers,Ben,Chapman
Philadelphia Quakers,Doc,Prothro
Philadelphia Quakers,Larry,Bowa
Philadelphia Quakers,Danny,Ozark
Philadelphia Quakers,Paul,Owens
Philadelphia Quakers,Steve,O'Neill
Philadelphia Quakers,George,Myatt
Philadelphia Quakers,Billy,Murray
Philadelphia Quakers,Pat,Moran
Philadelphia Quakers,Terry,Moore
Philadelphia Quakers,Gene,Mauch
Philadelphia Quakers,Charlie,Manuel
Philadelphia Quakers,Pete,Mackanin
Philadelphia Quakers,Frank,Lucchesi
Philadelphia Quakers,Hans,Lobert
Pittsburg Alleghenys,Gene,Lamont
Pittsburg Alleghenys,Clint,Hurdle
Pittsburg Alleghenys,Fred,Haney
Pittsburg Alleghenys,Alex,Grammas
Pittsburg Alleghenys,George,Gibson
Pittsburg Alleghenys,Frankie,Frisch
Pittsburg Alleghenys,Jewel,Ens
Pittsburg Alleghenys,Spud,Davis
Pittsburg Alleghenys,Fred,Clarke
Pittsburg Alleghenys,Jimmy,Callahan
Pittsburg Alleghenys,Donie,Bush
Pittsburg Alleghenys,Bill,Burwell
Pittsburg Alleghenys,Al,Buckenberger
Pittsburg Alleghenys,Bobby,Bragan
Pittsburg Alleghenys,Bill,Watkins
Pittsburg Alleghenys,Hugo,Bezdek
Pittsburg Alleghenys,Harry,Walker
Pittsburg Alleghenys,Bill,Virdon
Pittsburg Alleghenys,Pie,Traynor
Pittsburg Alleghenys,Jim,Tracy
Pittsburg Alleghenys,Chuck,Tanner
Pittsburg Alleghenys,Larry,Shepard
Pittsburg Alleghenys,John,Russell
Pittsburg Alleghenys,Danny,Murtaugh
Pittsburg Alleghenys,Billy,Meyer
Pittsburg Alleghenys,Bill,McKechnie
Pittsburg Alleghenys,Bill,McGunnigle
Pittsburg Alleghenys,Lloyd,McClendon
Pittsburg Alleghenys,Pete,Mackanin
Pittsburg Alleghenys,Jim,Leyland
Pittsburg Alleghenys,Al,Pratt
Pittsburg Alleghenys,Horace,Phillips
Pittsburg Alleghenys,Denny,McKnight
Pittsburg Alleghenys,Ormond,Butler
Pittsburgh Pirates,Bill,Burwell
Pittsburgh Pirates,Al,Buckenberger
Pittsburgh Pirates,Bill,Watkins
Pittsburgh Pirates,Bobby,Bragan
Pittsburgh Pirates,Harry,Walker
Pittsburgh Pirates,Hugo,Bezdek
Pittsburgh Pirates,Bill,Virdon
Pittsburgh Pirates,Pie,Traynor
Pittsburgh Pirates,Jim,Tracy
Pittsburgh Pirates,Chuck,Tanner
Pittsburgh Pirates,Larry,Shepard
Pittsburgh Pirates,John,Russell
Pittsburgh Pirates,Horace,Phillips
Pittsburgh Pirates,Danny,Murtaugh
Pittsburgh Pirates,Billy,Meyer
Pittsburgh Pirates,Bill,McKechnie
Pittsburgh Pirates,Bill,McGunnigle
Pittsburgh Pirates,Lloyd,McClendon
Pittsburgh Pirates,Pete,Mackanin
Pittsburgh Pirates,Jim,Leyland
Pittsburgh Pirates,Gene,Lamont
Pittsburgh Pirates,Clint,Hurdle
Pittsburgh Pirates,Fred,Haney
Pittsburgh Pirates,Alex,Grammas
Pittsburgh Pirates,George,Gibson
Pittsburgh Pirates,Frankie,Frisch
Pittsburgh Pirates,Jewel,Ens
Pittsburgh Pirates,Spud,Davis
Pittsburgh Pirates,Fred,Clarke
Pittsburgh Pirates,Jimmy,Callahan
Pittsburgh Pirates,Donie,Bush
Pittsburgh Rebels,Doc,Gessler
Providence Grays,Harry,Wright
Providence Grays,Frank,Bancroft
Richmond Virginians,Felix,Moses
Rochester Broncos,Pat,Powers
San Diego Padres,Don,Zimmer
San Diego Padres,Dick,Williams
San Diego Padres,Bob,Skinner
San Diego Padres,Dave,Roberts
San Diego Padres,Jim,Riggleman
San Diego Padres,Greg,Riddoch
San Diego Padres,Pat,Murphy
San Diego Padres,John,McNamara
San Diego Padres,Jack,McKeon
San Diego Padres,Frank,Howard
San Diego Padres,Andy,Green
San Diego Padres,Preston,Gomez
San Diego Padres,Al,Dark
San Diego Padres,Roger,Craig
San Diego Padres,Jerry,Coleman
San Diego Padres,Larry,Bowa
San Diego Padres,Steve,Boros
San Diego Padres,Bruce,Bochy
San Diego Padres,Buddy,Black
San Francisco Giants,Joe,Altobelli
San Francisco Giants,Felipe,Alou
San Francisco Giants,Wes,Westrum
San Francisco Giants,Tom,Sheehan
San Francisco Giants,Frank,Robinson
San Francisco Giants,Bill,Rigney
San Francisco Giants,Danny,Ozark
San Francisco Giants,Clyde,King
San Francisco Giants,Herman,Franks
San Francisco Giants,Charlie,Fox
San Francisco Giants,Jim,Davenport
San Francisco Giants,Al,Dark
San Francisco Giants,Roger,Craig
San Francisco Giants,Dave,Bristol
San Francisco Giants,Bruce,Bochy
San Francisco Giants,Dusty,Baker
Seattle Mariners,Scott,Servais
Seattle Mariners,Jim,Riggleman
Seattle Mariners,Maury,Wills
Seattle Mariners,Dick,Williams
Seattle Mariners,Eric,Wedge
Seattle Mariners,Don,Wakamatsu
Seattle Mariners,Jim,Snyder
Seattle Mariners,Bill,Plummer
Seattle Mariners,Lou,Piniella
Seattle Mariners,Bob,Melvin
Seattle Mariners,John,McLaren
Seattle Mariners,Lloyd,McClendon
Seattle Mariners,Marty,Martinez
Seattle Mariners,Jim,Lefebvre
Seattle Mariners,Rene,Lachemann
Seattle Mariners,Darrell,Johnson
Seattle Mariners,Mike,Hargrove
Seattle Mariners,Del,Crandall
Seattle Mariners,Chuck,Cottier
Seattle Mariners,Daren,Brown
Seattle Pilots,Joe,Schultz
St. Louis Brown Stockings,George,McManus
St. Louis Brown Stockings,Mase,Graffen
St. Louis Brown Stockings,Jimmy,Williams
St. Louis Brown Stockings,Ted,Sullivan
St. Louis Browns,Jimmy,Williams
St. Louis Browns,Ted,Sullivan
St. Louis Browns,Johnny,Keane
St. Louis Browns,Mike,Jorgensen
St. Louis Browns,Fred,Hutchinson
St. Louis Browns,Tim,Hurst
St. Louis Browns,Miller,Huggins
St. Louis Browns,Whitey,Herzog
St. Louis Browns,Jack,Hendricks
St. Louis Browns,Solly,Hemus
St. Louis Browns,Louie,Heilbroner
St. Louis Browns,Stan,Hack
St. Louis Browns,Bill,Watkins
St. Louis Browns,Mike,Gonzalez
St. Louis Browns,Chris,Von Der Ahe
St. Louis Browns,Frankie,Frisch
St. Louis Browns,Joe,Torre
St. Louis Browns,Eddie,Dyer
St. Louis Browns,Gabby,Street
St. Louis Browns,Harry,Diddlebock
St. Louis Browns,Eddie,Stanky
St. Louis Browns,Al,Buckenberger
St. Louis Browns,Billy,Southworth
St. Louis Browns,Ken,Boyer
St. Louis Browns,Red,Schoendienst
St. Louis Browns,Ray,Blades
St. Louis Browns,Stan,Robison
St. Louis Browns,Branch,Rickey
St. Louis Browns,Vern,Rapp
St. Louis Browns,Lou,Phelan
St. Louis Browns,Hugh,Nicol
St. Louis Browns,Doggie,Miller
St. Louis Browns,Bill,McKechnie
St. Louis Browns,John,McCloskey
St. Louis Browns,Mike,Matheny
St. Louis Browns,Marty,Marion
St. Louis Browns,Tony,LaRussa
St. Louis Browns,Jack,Krol
St. Louis Browns,Jimmy,McAleer
St. Louis Browns,Bill,Killefer
St. Louis Browns,Fielder,Jones
St. Louis Browns,Dan,Howley
St. Louis Browns,Rogers,Hornsby
St. Louis Browns,Fred,Haney
St. Louis Browns,Lee,Fohl
St. Louis Browns,Jimmy,Burke
St. Louis Browns,Zack,Taylor
St. Louis Browns,Allan,Sothoron
St. Louis Browns,Luke,Sewell
St. Louis Browns,Muddy,Ruel
St. Louis Browns,Ski,Melillo
St. Louis Cardinals,John,McCloskey
St. Louis Cardinals,Mike,Matheny
St. Louis Cardinals,Marty,Marion
St. Louis Cardinals,Tony,LaRussa
St. Louis Cardinals,Jack,Krol
St. Louis Cardinals,Johnny,Keane
St. Louis Cardinals,Mike,Jorgensen
St. Louis Cardinals,Fred,Hutchinson
St. Louis Cardinals,Tim,Hurst
St. Louis Cardinals,Miller,Huggins
St. Louis Cardinals,Whitey,Herzog
St. Louis Cardinals,Jack,Hendricks
St. Louis Cardinals,Solly,Hemus
St. Louis Cardinals,Louie,Heilbroner
St. Louis Cardinals,Stan,Hack
St. Louis Cardinals,Bill,Watkins
St. Louis Cardinals,Mike,Gonzalez
St. Louis Cardinals,Chris,Von Der Ahe
St. Louis Cardinals,Frankie,Frisch
St. Louis Cardinals,Joe,Torre
St. Louis Cardinals,Eddie,Dyer
St. Louis Cardinals,Gabby,Street
St. Louis Cardinals,Harry,Diddlebock
St. Louis Cardinals,Eddie,Stanky
St. Louis Cardinals,Al,Buckenberger
St. Louis Cardinals,Billy,Southworth
St. Louis Cardinals,Ken,Boyer
St. Louis Cardinals,Red,Schoendienst
St. Louis Cardinals,Ray,Blades
St. Louis Cardinals,Stan,Robison
St. Louis Cardinals,Branch,Rickey
St. Louis Cardinals,Vern,Rapp
St. Louis Cardinals,Lou,Phelan
St. Louis Cardinals,Hugh,Nicol
St. Louis Cardinals,Doggie,Miller
St. Louis Cardinals,Bill,McKechnie
St. Louis Maroons,Ted,Sullivan
St. Louis Maroons,Gus,Schmelz
St. Louis Perfectos,Fred,Hutchinson
St. Louis Perfectos,Tim,Hurst
St. Louis Perfectos,Miller,Huggins
St. Louis Perfectos,Whitey,Herzog
St. Louis Perfectos,Jack,Hendricks
St. Louis Perfectos,Solly,Hemus
St. Louis Perfectos,Louie,Heilbroner
St. Louis Perfectos,Stan,Hack
St. Louis Perfectos,Bill,Watkins
St. Louis Perfectos,Mike,Gonzalez
St. Louis Perfectos,Chris,Von Der Ahe
St. Louis Perfectos,Frankie,Frisch
St. Louis Perfectos,Joe,Torre
St. Louis Perfectos,Eddie,Dyer
St. Louis Perfectos,Gabby,Street
St. Louis Perfectos,Harry,Diddlebock
St. Louis Perfectos,Eddie,Stanky
St. Louis Perfectos,Al,Buckenberger
St. Louis Perfectos,Billy,Southworth
St. Louis Perfectos,Ken,Boyer
St. Louis Perfectos,Red,Schoendienst
St. Louis Perfectos,Ray,Blades
St. Louis Perfectos,Stan,Robison
St. Louis Perfectos,Branch,Rickey
St. Louis Perfectos,Vern,Rapp
St. Louis Perfectos,Lou,Phelan
St. Louis Perfectos,Hugh,Nicol
St. Louis Perfectos,Doggie,Miller
St. Louis Perfectos,Bill,McKechnie
St. Louis Perfectos,John,McCloskey
St. Louis Perfectos,Mike,Matheny
St. Louis Perfectos,Marty,Marion
St. Louis Perfectos,Tony,LaRussa
St. Louis Perfectos,Jack,Krol
St. Louis Perfectos,Johnny,Keane
St. Louis Perfectos,Mike,Jorgensen
St. Paul White Caps,Andrew,Thompson
Syracuse Stars,George,Frazer
Syracuse Stars,Wally,Fessenden
Tampa Bay Devil Rays,Larry,Rothschild
Tampa Bay Devil Rays,Lou,Piniella
Tampa Bay Devil Rays,Hal,McRae
Tampa Bay Devil Rays,Joe,Maddon
Tampa Bay Devil Rays,Kevin,Cash
Tampa Bay Rays,Kevin,Cash
Tampa Bay Rays,Larry,Rothschild
Tampa Bay Rays,Lou,Piniella
Tampa Bay Rays,Hal,McRae
Tampa Bay Rays,Joe,Maddon
Texas Rangers,Don,Zimmer
Texas Rangers,Ted,Williams
Texas Rangers,Del,Wilber
Texas Rangers,Ron,Washington
Texas Rangers,Bobby,Valentine
Texas Rangers,Eddie,Stanky
Texas Rangers,Buck,Showalter
Texas Rangers,Connie,Ryan
Texas Rangers,Doug,Rader
Texas Rangers,Johnny,Oates
Texas Rangers,Jerry,Narron
Texas Rangers,Billy,Martin
Texas Rangers,Frank,Lucchesi
Texas Rangers,Kevin,Kennedy
Texas Rangers,Darrell,Johnson
Texas Rangers,Billy,Hunter
Texas Rangers,Whitey,Herzog
Texas Rangers,Toby,Harrah
Texas Rangers,Pat,Corrales
Texas Rangers,Tim,Bogar
Texas Rangers,Jeff,Banister
Toledo Maumees,Charlie,Morton
Toronto Blue Jays,Jimy,Williams
Toronto Blue Jays,Carlos,Tosca
Toronto Blue Jays,Gene,Tenace
Toronto Blue Jays,Mel,Queen
Toronto Blue Jays,Bobby,Mattick
Toronto Blue Jays,Buck,Martinez
Toronto Blue Jays,Tim,Johnson
Toronto Blue Jays,Roy,Hartsfield
Toronto Blue Jays,John,Gibbons
Toronto Blue Jays,Cito,Gaston
Toronto Blue Jays,Jim,Fregosi
Toronto Blue Jays,John,Farrell
Toronto Blue Jays,Bobby,Cox
Troy Trojans,Horace,Phillips
Washington Blue Legs,Nick,Young
Washington Nationals,Holly,Hollingshead
Washington Nationals,John,Bickerton
Washington Nationals,Mike,Scanlon
Washington Nationals,Ted,Sullivan
Washington Nationals,Walter,Hewett
Washington Nationals,John,Gaffney
Washington Nationals,Matt,Williams
Washington Nationals,Gus,Schmelz
Washington Nationals,Frank,Robinson
Washington Nationals,Jim,Riggleman
Washington Nationals,John,McLaren
Washington Nationals,Davey,Johnson
Washington Nationals,Arthur,Irwin
Washington Nationals,Billy,Barnie
Washington Nationals,Dusty,Baker
Washington Nationals,Manny,Acta
Washington Olympics,Nick,Young
Washington Senators,Matt,Williams
Washington Senators,Gus,Schmelz
Washington Senators,Frank,Robinson
Washington Senators,Jim,Riggleman
Washington Senators,John,McLaren
Washington Senators,Davey,Johnson
Washington Senators,Arthur,Irwin
Washington Senators,Billy,Barnie
Washington Senators,Dusty,Baker
Washington Senators,Manny,Acta
Washington Senators,George,McBride
Washington Senators,Jimmy,McAleer
Washington Senators,Jim,Manning
Washington Senators,Tom,Loftus
Washington Senators,Cookie,Lavagetto
Washington Senators,Joe,Kuhel
Washington Senators,Walter,Johnson
Washington Senators,Bucky,Harris
Washington Senators,Clark,Griffith
Washington Senators,Chuck,Dressen
Washington Senators,Joe,Cantillon
Washington Senators,Ossie,Bluege
Washington Senators,Eddie,Yost
Washington Senators,Ted,Williams
Washington Senators,Mickey,Vernon
Washington Senators,Jim,Lemon
Washington Senators,Gil,Hodges
Washington Statesmen,Sam,Trott
Wilmington Quicksteps,Joe,Simmons
Worcester Ruby Legs,Jack,Chapman
Worcester Ruby Legs,Freeman,Brown
Worcester Ruby Legs,Frank,Bancroft
